ticker,field,value,override
HEIO NA Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
HELN SE Equity,BEST_EBIT_TO_SALES,0.0678378007887467,BEST_FPERIOD_OVERRIDE=1FY
HEN GY Equity,BEST_EBIT_TO_SALES,0.173687754912736,BEST_FPERIOD_OVERRIDE=1FY
HEN3 GY Equity,BEST_EBIT_TO_SALES,0.173687754912736,BEST_FPERIOD_OVERRIDE=1FY
HEXAB SS Equity,BEST_EBIT_TO_SALES,0.249610301316219,BEST_FPERIOD_OVERRIDE=1FY
HL/ LN Equity,BEST_EBIT_TO_SALES,0.662192157277243,BEST_FPERIOD_OVERRIDE=1FY
HLE GY Equity,BEST_EBIT_TO_SALES,0.0808764118467097,BEST_FPERIOD_OVERRIDE=1FY
IG IM Equity,BEST_EBIT_TO_SALES,0.378523287189614,BEST_FPERIOD_OVERRIDE=1FY
IGG LN Equity,BEST_EBIT_TO_SALES,0.487632508833922,BEST_FPERIOD_OVERRIDE=1FY
IGY GY Equity,BEST_EBIT_TO_SALES,0.0668284252220336,BEST_FPERIOD_OVERRIDE=1FY
IHG LN Equity,BEST_EBIT_TO_SALES,0.428156944754591,BEST_FPERIOD_OVERRIDE=1FY
III LN Equity,BEST_EBIT_TO_SALES,0.773391812865497,BEST_FPERIOD_OVERRIDE=1FY
ILD FP Equity,BEST_EBIT_TO_SALES,0.149317670549691,BEST_FPERIOD_OVERRIDE=1FY
IMB LN Equity,BEST_EBIT_TO_SALES,0.431366343133118,BEST_FPERIOD_OVERRIDE=1FY
IMCD NA Equity,BEST_EBIT_TO_SALES,0.0699171792043945,BEST_FPERIOD_OVERRIDE=1FY
IMI LN Equity,BEST_EBIT_TO_SALES,0.143491637068691,BEST_FPERIOD_OVERRIDE=1FY
INCH LN Equity,BEST_EBIT_TO_SALES,0.0456296897181099,BEST_FPERIOD_OVERRIDE=1FY
HLMA LN Equity,BEST_EBIT_TO_SALES,0.203737000531811,BEST_FPERIOD_OVERRIDE=1FY
HMB SS Equity,BEST_EBIT_TO_SALES,0.0856510740838486,BEST_FPERIOD_OVERRIDE=1FY
HMSO LN Equity,BEST_EBIT_TO_SALES,0.763548162546638,BEST_FPERIOD_OVERRIDE=1FY
HNR1 GY Equity,BEST_EBIT_TO_SALES,0.0835063194681662,BEST_FPERIOD_OVERRIDE=1FY
HO FP Equity,BEST_EBIT_TO_SALES,0.104708074143889,BEST_FPERIOD_OVERRIDE=1FY
HOT GY Equity,BEST_EBIT_TO_SALES,0.040763930510038,BEST_FPERIOD_OVERRIDE=1FY
HPOLB SS Equity,BEST_EBIT_TO_SALES,0.160578045058792,BEST_FPERIOD_OVERRIDE=1FY
HSBA LN Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
HSV LN Equity,BEST_EBIT_TO_SALES,0.167222750642801,BEST_FPERIOD_OVERRIDE=1FY
HSX LN Equity,BEST_EBIT_TO_SALES,0.114059546925566,BEST_FPERIOD_OVERRIDE=1FY
JMT PL Equity,BEST_EBIT_TO_SALES,0.0361367049721242,BEST_FPERIOD_OVERRIDE=1FY
JUP LN Equity,BEST_EBIT_TO_SALES,0.445051188034127,BEST_FPERIOD_OVERRIDE=1FY
JYSK DC Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
KAZ LN Equity,BEST_EBIT_TO_SALES,0.484837682771732,BEST_FPERIOD_OVERRIDE=1FY
KBC BB Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
KCR FH Equity,BEST_EBIT_TO_SALES,0.0642671820933142,BEST_FPERIOD_OVERRIDE=1FY
KER FP Equity,BEST_EBIT_TO_SALES,0.275801619965054,BEST_FPERIOD_OVERRIDE=1FY
KESKOB FH Equity,BEST_EBIT_TO_SALES,0.0315293209403211,BEST_FPERIOD_OVERRIDE=1FY
KGF LN Equity,BEST_EBIT_TO_SALES,0.0579009040348846,BEST_FPERIOD_OVERRIDE=1FY
KGX GY Equity,BEST_EBIT_TO_SALES,0.0993895010953355,BEST_FPERIOD_OVERRIDE=1FY
ISP IM Equity,BEST_EBIT_TO_SALES,0.45652411980507,BEST_FPERIOD_OVERRIDE=1FY
ISS DC Equity,BEST_EBIT_TO_SALES,0.0508237514424168,BEST_FPERIOD_OVERRIDE=1FY
ITRK LN Equity,BEST_EBIT_TO_SALES,0.170208080519666,BEST_FPERIOD_OVERRIDE=1FY
ITV LN Equity,BEST_EBIT_TO_SALES,0.255775926372882,BEST_FPERIOD_OVERRIDE=1FY
ITX SM Equity,BEST_EBIT_TO_SALES,0.166127147064978,BEST_FPERIOD_OVERRIDE=1FY
ITX SQ Equity,BEST_EBIT_TO_SALES,0.166127147064978,BEST_FPERIOD_OVERRIDE=1FY
IWG LN Equity,BEST_EBIT_TO_SALES,0.0734979822933554,BEST_FPERIOD_OVERRIDE=1FY
JDW LN Equity,BEST_EBIT_TO_SALES,0.078867681328198,BEST_FPERIOD_OVERRIDE=1FY
JE/ LN Equity,BEST_EBIT_TO_SALES,0.200232580380916,BEST_FPERIOD_OVERRIDE=1FY
JMAT LN Equity,BEST_EBIT_TO_SALES,0.0371582163426968,BEST_FPERIOD_OVERRIDE=1FY
LISN SE Equity,BEST_EBIT_TO_SALES,0.147977277552386,BEST_FPERIOD_OVERRIDE=1FY
LLOY LN Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
LOGN SE Equity,BEST_EBIT_TO_SALES,0.111181321849237,BEST_FPERIOD_OVERRIDE=1FY
LONN SE Equity,BEST_EBIT_TO_SALES,0.184998582102906,BEST_FPERIOD_OVERRIDE=1FY
LOOMB SS Equity,BEST_EBIT_TO_SALES,0.118312592828347,BEST_FPERIOD_OVERRIDE=1FY
LR FP Equity,BEST_EBIT_TO_SALES,0.199796953461498,BEST_FPERIOD_OVERRIDE=1FY
LSE LN Equity,BEST_EBIT_TO_SALES,0.434439463892868,BEST_FPERIOD_OVERRIDE=1FY
LUN DC Equity,BEST_EBIT_TO_SALES,0.304399590220672,BEST_FPERIOD_OVERRIDE=1FY
LUNDB SS Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
LUPE SS Equity,BEST_EBIT_TO_SALES,0.578890140776817,BEST_FPERIOD_OVERRIDE=1FY
INDUA SS Equity,BEST_EBIT_TO_SALES,-1.17880341880342,BEST_FPERIOD_OVERRIDE=1FY
INDV LN Equity,BEST_EBIT_TO_SALES,0.287194694152557,BEST_FPERIOD_OVERRIDE=1FY
INF LN Equity,BEST_EBIT_TO_SALES,0.321232911037869,BEST_FPERIOD_OVERRIDE=1FY
ING FP Equity,BEST_EBIT_TO_SALES,0.162248812591976,BEST_FPERIOD_OVERRIDE=1FY
INGA NA Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
INTU LN Equity,BEST_EBIT_TO_SALES,0.619100294985251,BEST_FPERIOD_OVERRIDE=1FY
INVEB SS Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
INVP LN Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
IPN FP Equity,BEST_EBIT_TO_SALES,0.28519527702089,BEST_FPERIOD_OVERRIDE=1FY
ISAT LN Equity,BEST_EBIT_TO_SALES,0.206941079735778,BEST_FPERIOD_OVERRIDE=1FY
LUX IM Equity,BEST_EBIT_TO_SALES,0.15364871045411,BEST_FPERIOD_OVERRIDE=1FY
LXS GY Equity,BEST_EBIT_TO_SALES,0.082474741592621,BEST_FPERIOD_OVERRIDE=1FY
MAERSKB DC Equity,BEST_EBIT_TO_SALES,0.0259852652551038,BEST_FPERIOD_OVERRIDE=1FY
MAN GY Equity,BEST_EBIT_TO_SALES,0.0397094545212943,BEST_FPERIOD_OVERRIDE=1FY
MAP SM Equity,BEST_EBIT_TO_SALES,0.0670574147601941,BEST_FPERIOD_OVERRIDE=1FY
MAP SQ Equity,BEST_EBIT_TO_SALES,0.0670574147601941,BEST_FPERIOD_OVERRIDE=1FY
MB IM Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
MC FP Equity,BEST_EBIT_TO_SALES,0.202767965338031,BEST_FPERIOD_OVERRIDE=1FY
MCRO LN Equity,BEST_EBIT_TO_SALES,0.302927748156189,BEST_FPERIOD_OVERRIDE=1FY
MDC LN Equity,BEST_EBIT_TO_SALES,0.126523453386388,BEST_FPERIOD_OVERRIDE=1FY
HUH1V FH Equity,BEST_EBIT_TO_SALES,0.0917639892746448,BEST_FPERIOD_OVERRIDE=1FY
HUSQB SS Equity,BEST_EBIT_TO_SALES,0.100717363493235,BEST_FPERIOD_OVERRIDE=1FY
HWDN LN Equity,BEST_EBIT_TO_SALES,0.164682315935149,BEST_FPERIOD_OVERRIDE=1FY
IAG LN Equity,BEST_EBIT_TO_SALES,0.131194375449786,BEST_FPERIOD_OVERRIDE=1FY
IBE SQ Equity,BEST_EBIT_TO_SALES,0.14690565418768,BEST_FPERIOD_OVERRIDE=1FY
IBST LN Equity,BEST_EBIT_TO_SALES,0.223586431078828,BEST_FPERIOD_OVERRIDE=1FY
ICA SS Equity,BEST_EBIT_TO_SALES,0.0413130721250988,BEST_FPERIOD_OVERRIDE=1FY
ICAD FP Equity,BEST_EBIT_TO_SALES,0.921542063009541,BEST_FPERIOD_OVERRIDE=1FY
ICP LN Equity,BEST_EBIT_TO_SALES,0.399866444607501,BEST_FPERIOD_OVERRIDE=1FY
IFX GY Equity,BEST_EBIT_TO_SALES,0.173195573349147,BEST_FPERIOD_OVERRIDE=1FY
LBK SM Equity,BEST_EBIT_TO_SALES,0.373065015479876,BEST_FPERIOD_OVERRIDE=1FY
LDO IM Equity,BEST_EBIT_TO_SALES,0.0762315165744388,BEST_FPERIOD_OVERRIDE=1FY
LEG GY Equity,BEST_EBIT_TO_SALES,0.520235756385069,BEST_FPERIOD_OVERRIDE=1FY
LGEN LN Equity,BEST_EBIT_TO_SALES,0.158655330093265,BEST_FPERIOD_OVERRIDE=1FY
LHA GY Equity,BEST_EBIT_TO_SALES,0.0764101309238532,BEST_FPERIOD_OVERRIDE=1FY
LHN FP Equity,BEST_EBIT_TO_SALES,0.135001305315022,BEST_FPERIOD_OVERRIDE=1FY
LHN SE Equity,BEST_EBIT_TO_SALES,0.135001305315022,BEST_FPERIOD_OVERRIDE=1FY
LI FP Equity,BEST_EBIT_TO_SALES,0.879788746699167,BEST_FPERIOD_OVERRIDE=1FY
LIGHT NA Equity,BEST_EBIT_TO_SALES,0.078278696011289,BEST_FPERIOD_OVERRIDE=1FY
LINU GY Equity,BEST_EBIT_TO_SALES,0.143485496744684,BEST_FPERIOD_OVERRIDE=1FY
MERL LN Equity,BEST_EBIT_TO_SALES,0.193473941487931,BEST_FPERIOD_OVERRIDE=1FY
METSO FH Equity,BEST_EBIT_TO_SALES,0.110043525007232,BEST_FPERIOD_OVERRIDE=1FY
MF FP Equity,BEST_EBIT_TO_SALES,0.415615928592062,BEST_FPERIOD_OVERRIDE=1FY
MGGT LN Equity,BEST_EBIT_TO_SALES,0.17059518102687,BEST_FPERIOD_OVERRIDE=1FY
MHG NO Equity,BEST_EBIT_TO_SALES,0.211371859901447,BEST_FPERIOD_OVERRIDE=1FY
MKS LN Equity,BEST_EBIT_TO_SALES,0.0589803035131156,BEST_FPERIOD_OVERRIDE=1FY
ML FP Equity,BEST_EBIT_TO_SALES,0.13071476344958,BEST_FPERIOD_OVERRIDE=1FY
MMB FP Equity,BEST_EBIT_TO_SALES,0.0568518425044565,BEST_FPERIOD_OVERRIDE=1FY
MNDI LN Equity,BEST_EBIT_TO_SALES,0.152227341698078,BEST_FPERIOD_OVERRIDE=1FY
MONC IM Equity,BEST_EBIT_TO_SALES,0.298274741933155,BEST_FPERIOD_OVERRIDE=1FY
KINDSDB SS Equity,BEST_EBIT_TO_SALES,0.171890235408831,BEST_FPERIOD_OVERRIDE=1FY
KINVB SS Equity,BEST_EBIT_TO_SALES,0.6318359375,BEST_FPERIOD_OVERRIDE=1FY
KN FP Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
KNEBV FH Equity,BEST_EBIT_TO_SALES,0.127372961181895,BEST_FPERIOD_OVERRIDE=1FY
KNIN SE Equity,BEST_EBIT_TO_SALES,0.0434534210545936,BEST_FPERIOD_OVERRIDE=1FY
KOMB CK Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
KPN NA Equity,BEST_EBIT_TO_SALES,0.15291855834834,BEST_FPERIOD_OVERRIDE=1FY
KSP ID Equity,BEST_EBIT_TO_SALES,0.0940738772256179,BEST_FPERIOD_OVERRIDE=1FY
KYG ID Equity,BEST_EBIT_TO_SALES,0.118512453645539,BEST_FPERIOD_OVERRIDE=1FY
LAND LN Equity,BEST_EBIT_TO_SALES,0.821980032416335,BEST_FPERIOD_OVERRIDE=1FY
PNN LN Equity,BEST_EBIT_TO_SALES,0.241387121295291,BEST_FPERIOD_OVERRIDE=1FY
POLY LN Equity,BEST_EBIT_TO_SALES,0.30194440275237,BEST_FPERIOD_OVERRIDE=1FY
POM FP Equity,BEST_EBIT_TO_SALES,0.091296829161101,BEST_FPERIOD_OVERRIDE=1FY
PPB ID Equity,BEST_EBIT_TO_SALES,0.210508002452334,BEST_FPERIOD_OVERRIDE=1FY
PPB LN Equity,BEST_EBIT_TO_SALES,0.210508278339877,BEST_FPERIOD_OVERRIDE=1FY
PROX BB Equity,BEST_EBIT_TO_SALES,0.147957036177135,BEST_FPERIOD_OVERRIDE=1FY
PRSM LN Equity,BEST_EBIT_TO_SALES,-0.293054234062797,BEST_FPERIOD_OVERRIDE=1FY
PRU LN Equity,BEST_EBIT_TO_SALES,0.0682727481649135,BEST_FPERIOD_OVERRIDE=1FY
PRY IM Equity,BEST_EBIT_TO_SALES,0.0627942496305253,BEST_FPERIOD_OVERRIDE=1FY
PSM GY Equity,BEST_EBIT_TO_SALES,0.205811288498185,BEST_FPERIOD_OVERRIDE=1FY
O2D GY Equity,BEST_EBIT_TO_SALES,-0.00347804720232583,BEST_FPERIOD_OVERRIDE=1FY
OCDO LN Equity,BEST_EBIT_TO_SALES,0.00867160928216767,BEST_FPERIOD_OVERRIDE=1FY
OERL SE Equity,BEST_EBIT_TO_SALES,0.0933691295432884,BEST_FPERIOD_OVERRIDE=1FY
OMU LN Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
OMV AV Equity,BEST_EBIT_TO_SALES,0.142788151146656,BEST_FPERIOD_OVERRIDE=1FY
OR FP Equity,BEST_EBIT_TO_SALES,0.183006787418815,BEST_FPERIOD_OVERRIDE=1FY
ORA FP Equity,BEST_EBIT_TO_SALES,0.143638391531133,BEST_FPERIOD_OVERRIDE=1FY
ORK NO Equity,BEST_EBIT_TO_SALES,0.11551942291191,BEST_FPERIOD_OVERRIDE=1FY
ORNBV FH Equity,BEST_EBIT_TO_SALES,0.30502538050793,BEST_FPERIOD_OVERRIDE=1FY
ORP FP Equity,BEST_EBIT_TO_SALES,0.130787953432451,BEST_FPERIOD_OVERRIDE=1FY
PSN LN Equity,BEST_EBIT_TO_SALES,0.290383799049952,BEST_FPERIOD_OVERRIDE=1FY
PSON LN Equity,BEST_EBIT_TO_SALES,0.128402018815687,BEST_FPERIOD_OVERRIDE=1FY
PSPN SE Equity,BEST_EBIT_TO_SALES,0.822181117959265,BEST_FPERIOD_OVERRIDE=1FY
PST IM Equity,BEST_EBIT_TO_SALES,0.125411014126967,BEST_FPERIOD_OVERRIDE=1FY
PTEC LN Equity,BEST_EBIT_TO_SALES,0.209892143853029,BEST_FPERIOD_OVERRIDE=1FY
PUB FP Equity,BEST_EBIT_TO_SALES,0.15453549890858,BEST_FPERIOD_OVERRIDE=1FY
QIA GY Equity,BEST_EBIT_TO_SALES,0.231401804729721,BEST_FPERIOD_OVERRIDE=1FY
QLT LN Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
RACE IM Equity,BEST_EBIT_TO_SALES,0.238874219083987,BEST_FPERIOD_OVERRIDE=1FY
RAND NA Equity,BEST_EBIT_TO_SALES,0.043382664392255,BEST_FPERIOD_OVERRIDE=1FY
REL LN Equity,BEST_EBIT_TO_SALES,0.29766842217826,BEST_FPERIOD_OVERRIDE=1FY
REN NA Equity,BEST_EBIT_TO_SALES,0.295074031186117,BEST_FPERIOD_OVERRIDE=1FY
REP SQ Equity,BEST_EBIT_TO_SALES,0.0817241481845646,BEST_FPERIOD_OVERRIDE=1FY
RF FP Equity,BEST_EBIT_TO_SALES,0.126992863189575,BEST_FPERIOD_OVERRIDE=1FY
RHIM LN Equity,BEST_EBIT_TO_SALES,0.124041775089669,BEST_FPERIOD_OVERRIDE=1FY
RHM GY Equity,BEST_EBIT_TO_SALES,0.0704023770453074,BEST_FPERIOD_OVERRIDE=1FY
RI FP Equity,BEST_EBIT_TO_SALES,0.263477010839577,BEST_FPERIOD_OVERRIDE=1FY
RIO LN Equity,BEST_EBIT_TO_SALES,0.329056909992733,BEST_FPERIOD_OVERRIDE=1FY
RMG LN Equity,BEST_EBIT_TO_SALES,0.0516152959891278,BEST_FPERIOD_OVERRIDE=1FY
RMS FP Equity,BEST_EBIT_TO_SALES,0.337647753445028,BEST_FPERIOD_OVERRIDE=1FY
MONY LN Equity,BEST_EBIT_TO_SALES,0.328047250289285,BEST_FPERIOD_OVERRIDE=1FY
MOR GY Equity,BEST_EBIT_TO_SALES,-4.00180446786243,BEST_FPERIOD_OVERRIDE=1FY
MRK GY Equity,BEST_EBIT_TO_SALES,0.214392636070483,BEST_FPERIOD_OVERRIDE=1FY
MRL SM Equity,BEST_EBIT_TO_SALES,0.722546559498138,BEST_FPERIOD_OVERRIDE=1FY
MRL SQ Equity,BEST_EBIT_TO_SALES,0.722546559498138,BEST_FPERIOD_OVERRIDE=1FY
MRO LN Equity,BEST_EBIT_TO_SALES,0.043270670825434,BEST_FPERIOD_OVERRIDE=1FY
MRW LN Equity,BEST_EBIT_TO_SALES,0.0263282343895408,BEST_FPERIOD_OVERRIDE=1FY
MT NA Equity,BEST_EBIT_TO_SALES,0.090620742603496,BEST_FPERIOD_OVERRIDE=1FY
MTRO LN Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
MTX GY Equity,BEST_EBIT_TO_SALES,0.144452839370989,BEST_FPERIOD_OVERRIDE=1FY
MUV2 GY Equity,BEST_EBIT_TO_SALES,0.0707139227914998,BEST_FPERIOD_OVERRIDE=1FY
NDA GY Equity,BEST_EBIT_TO_SALES,0.0295710426796326,BEST_FPERIOD_OVERRIDE=1FY
NDA SS Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
NESN SE Equity,BEST_EBIT_TO_SALES,0.16251807590101,BEST_FPERIOD_OVERRIDE=1FY
NESTE FH Equity,BEST_EBIT_TO_SALES,0.0862852289174972,BEST_FPERIOD_OVERRIDE=1FY
NG/ LN Equity,BEST_EBIT_TO_SALES,0.217425868189207,BEST_FPERIOD_OVERRIDE=1FY
NHY NO Equity,BEST_EBIT_TO_SALES,0.0802375091770326,BEST_FPERIOD_OVERRIDE=1FY
NIBEB SS Equity,BEST_EBIT_TO_SALES,0.127221251272466,BEST_FPERIOD_OVERRIDE=1FY
NK FP Equity,BEST_EBIT_TO_SALES,0.138284654705823,BEST_FPERIOD_OVERRIDE=1FY
NMC LN Equity,BEST_EBIT_TO_SALES,0.195063506147801,BEST_FPERIOD_OVERRIDE=1FY
ORSTED DC Equity,BEST_EBIT_TO_SALES,0.260122343064146,BEST_FPERIOD_OVERRIDE=1FY
OSR GY Equity,BEST_EBIT_TO_SALES,0.0574829585422056,BEST_FPERIOD_OVERRIDE=1FY
PAH3 GY Equity,BEST_EBIT_TO_SALES,19.3224337468215,BEST_FPERIOD_OVERRIDE=1FY
PARG SE Equity,BEST_EBIT_TO_SALES,1.03030303030303,BEST_FPERIOD_OVERRIDE=1FY
PGHN SE Equity,BEST_EBIT_TO_SALES,0.620537279103931,BEST_FPERIOD_OVERRIDE=1FY
PHIA NA Equity,BEST_EBIT_TO_SALES,0.107061933617965,BEST_FPERIOD_OVERRIDE=1FY
PHNX LN Equity,BEST_EBIT_TO_SALES,0.053896199911282,BEST_FPERIOD_OVERRIDE=1FY
PIRC IM Equity,BEST_EBIT_TO_SALES,0.169665551474723,BEST_FPERIOD_OVERRIDE=1FY
PLUS LN Equity,BEST_EBIT_TO_SALES,0.640611200192072,BEST_FPERIOD_OVERRIDE=1FY
PNDORA DC Equity,BEST_EBIT_TO_SALES,0.308999373597798,BEST_FPERIOD_OVERRIDE=1FY
RMV LN Equity,BEST_EBIT_TO_SALES,0.754012724970029,BEST_FPERIOD_OVERRIDE=1FY
RNO FP Equity,BEST_EBIT_TO_SALES,0.0650944540297907,BEST_FPERIOD_OVERRIDE=1FY
ROCKB DC Equity,BEST_EBIT_TO_SALES,0.130917459604116,BEST_FPERIOD_OVERRIDE=1FY
ROG SE Equity,BEST_EBIT_TO_SALES,0.34936035899888,BEST_FPERIOD_OVERRIDE=1FY
ROR LN Equity,BEST_EBIT_TO_SALES,0.207615413136602,BEST_FPERIOD_OVERRIDE=1FY
RPC LN Equity,BEST_EBIT_TO_SALES,0.115876245820212,BEST_FPERIOD_OVERRIDE=1FY
RR/ LN Equity,BEST_EBIT_TO_SALES,0.0351589788028263,BEST_FPERIOD_OVERRIDE=1FY
RRS LN Equity,BEST_EBIT_TO_SALES,0.376978151524678,BEST_FPERIOD_OVERRIDE=1FY
RRTL GY Equity,BEST_EBIT_TO_SALES,0.174510418923918,BEST_FPERIOD_OVERRIDE=1FY
RSA LN Equity,BEST_EBIT_TO_SALES,0.112772978091391,BEST_FPERIOD_OVERRIDE=1FY
NN NA Equity,BEST_EBIT_TO_SALES,0.11298964269075,BEST_FPERIOD_OVERRIDE=1FY
NOKIA FH Equity,BEST_EBIT_TO_SALES,0.102663086766672,BEST_FPERIOD_OVERRIDE=1FY
NOVN SE Equity,BEST_EBIT_TO_SALES,0.268619996634465,BEST_FPERIOD_OVERRIDE=1FY
NOVOB DC Equity,BEST_EBIT_TO_SALES,0.426170762434802,BEST_FPERIOD_OVERRIDE=1FY
NRE1V FH Equity,BEST_EBIT_TO_SALES,0.235373543364835,BEST_FPERIOD_OVERRIDE=1FY
NTGY SQ Equity,BEST_EBIT_TO_SALES,0.0952009810034501,BEST_FPERIOD_OVERRIDE=1FY
NXG LN Equity,BEST_EBIT_TO_SALES,0.320446392985253,BEST_FPERIOD_OVERRIDE=1FY
NXI FP Equity,BEST_EBIT_TO_SALES,0.0931906424551011,BEST_FPERIOD_OVERRIDE=1FY
NXT LN Equity,BEST_EBIT_TO_SALES,0.18109665350159,BEST_FPERIOD_OVERRIDE=1FY
NZYMB DC Equity,BEST_EBIT_TO_SALES,0.283381863293687,BEST_FPERIOD_OVERRIDE=1FY
RTO LN Equity,BEST_EBIT_TO_SALES,0.131444554426633,BEST_FPERIOD_OVERRIDE=1FY
RUI FP Equity,BEST_EBIT_TO_SALES,0.0881296466460613,BEST_FPERIOD_OVERRIDE=1FY
RWE GY Equity,BEST_EBIT_TO_SALES,0.0695480053285188,BEST_FPERIOD_OVERRIDE=1FY
RXL FP Equity,BEST_EBIT_TO_SALES,0.0394072754060258,BEST_FPERIOD_OVERRIDE=1FY
RYA ID Equity,BEST_EBIT_TO_SALES,0.197994594836344,BEST_FPERIOD_OVERRIDE=1FY
SAABB SS Equity,BEST_EBIT_TO_SALES,0.0757869213041161,BEST_FPERIOD_OVERRIDE=1FY
SAB SM Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
SAB SQ Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
SAF FP Equity,BEST_EBIT_TO_SALES,0.136232775307837,BEST_FPERIOD_OVERRIDE=1FY
SAMPO FH Equity,BEST_EBIT_TO_SALES,0.345494072821024,BEST_FPERIOD_OVERRIDE=1FY
SAN FP Equity,BEST_EBIT_TO_SALES,0.259917881009169,BEST_FPERIOD_OVERRIDE=1FY
SAN SM Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
SAN SQ Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
SAND SS Equity,BEST_EBIT_TO_SALES,0.1829561229835,BEST_FPERIOD_OVERRIDE=1FY
SAP GY Equity,BEST_EBIT_TO_SALES,0.28844799606843,BEST_FPERIOD_OVERRIDE=1FY
SBMO NA Equity,BEST_EBIT_TO_SALES,0.301433772570938,BEST_FPERIOD_OVERRIDE=1FY
SBRY LN Equity,BEST_EBIT_TO_SALES,0.0242007373272672,BEST_FPERIOD_OVERRIDE=1FY
SCAB SS Equity,BEST_EBIT_TO_SALES,0.190113666215232,BEST_FPERIOD_OVERRIDE=1FY
SCHA NO Equity,BEST_EBIT_TO_SALES,0.141062400140077,BEST_FPERIOD_OVERRIDE=1FY
SCHP SE Equity,BEST_EBIT_TO_SALES,0.119888684390475,BEST_FPERIOD_OVERRIDE=1FY
RB/ LN Equity,BEST_EBIT_TO_SALES,0.267088340941603,BEST_FPERIOD_OVERRIDE=1FY
RBI AV Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
RBREW DC Equity,BEST_EBIT_TO_SALES,0.178955902453061,BEST_FPERIOD_OVERRIDE=1FY
RBS LN Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
RCO FP Equity,BEST_EBIT_TO_SALES,0.212706211819062,BEST_FPERIOD_OVERRIDE=1FY
RDSA LN Equity,BEST_EBIT_TO_SALES,0.0920567065900055,BEST_FPERIOD_OVERRIDE=1FY
RDSA NA Equity,BEST_EBIT_TO_SALES,0.0920567065900055,BEST_FPERIOD_OVERRIDE=1FY
RDSB LN Equity,BEST_EBIT_TO_SALES,0.0920567065900055,BEST_FPERIOD_OVERRIDE=1FY
REC IM Equity,BEST_EBIT_TO_SALES,0.317964560078529,BEST_FPERIOD_OVERRIDE=1FY
REE SQ Equity,BEST_EBIT_TO_SALES,0.522292889629539,BEST_FPERIOD_OVERRIDE=1FY
SGO FP Equity,BEST_EBIT_TO_SALES,0.0771594317212798,BEST_FPERIOD_OVERRIDE=1FY
SGRE SQ Equity,BEST_EBIT_TO_SALES,0.0528909811436121,BEST_FPERIOD_OVERRIDE=1FY
SGRO LN Equity,BEST_EBIT_TO_SALES,0.785045995284116,BEST_FPERIOD_OVERRIDE=1FY
SGSN SE Equity,BEST_EBIT_TO_SALES,0.156461039917514,BEST_FPERIOD_OVERRIDE=1FY
SHA GY Equity,BEST_EBIT_TO_SALES,0.110032274338686,BEST_FPERIOD_OVERRIDE=1FY
SHBA SS Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
SHL GY Equity,BEST_EBIT_TO_SALES,0.158868235081408,BEST_FPERIOD_OVERRIDE=1FY
SHP LN Equity,BEST_EBIT_TO_SALES,0.392134830589623,BEST_FPERIOD_OVERRIDE=1FY
SIE GY Equity,BEST_EBIT_TO_SALES,0.0864280821781275,BEST_FPERIOD_OVERRIDE=1FY
SIGB LN Equity,BEST_EBIT_TO_SALES,,BEST_FPERIOD_OVERRIDE=1FY
SUBC NO Equity,BEST_EBIT_TO_SALES,0.0666438058023763,BEST_FPERIOD_OVERRIDE=1FY
SVT LN Equity,BEST_EBIT_TO_SALES,0.320352711011738,BEST_FPERIOD_OVERRIDE=1FY
SW FP Equity,BEST_EBIT_TO_SALES,0.0561537320749486,BEST_FPERIOD_OVERRIDE=1FY
