date,ABC,AC,DH,GJ,IB,JR,MC
2017-05-17,-6.67187498288272e-05,-8.51795871394691e-05,-0.000210748440167121,4.32727877170012e-05,-3.45897333426101e-05,-0.000734426072875263,-0.00024379423205075
2017-05-18,-0.000308738934866304,-8.0290361833065e-05,0.000190200601321667,-0.0010058305175068,-0.000163334723836985,0.000843753996569815,0.000667733641125511
2017-05-19,-0.000300168302621434,-0.000192174467477068,-0.000268969486749464,0.000235737355993616,-4.50983421943062e-06,0.000638002923945171,0.000413328842338827
2017-05-20,0,0,0,0,0,0,0
2017-05-21,0,0,0,0,0,0,0
2017-05-22,3.23162791331391e-05,-0.000612043857822893,0.000626809263405181,-0.000400172273445611,-8.3877486414758e-06,-0.000511273565668154,0.000188818940487186
2017-05-23,0.000203262276536856,-0.000167885274258529,-0.00025944396596685,0.000247330930329138,0.000124477117553948,0.000414945931604769,-9.11835682299891e-05
2017-05-24,9.09081329443421e-05,-7.17735850242687e-05,-0.000196172827256432,0.000275243900844373,9.81650636283258e-05,0.000232739971967654,0.000120670016570195
2017-05-25,-0.000362645937859962,0.000171828527858426,-3.67203293165318e-05,0.00111734748004487,-5.44689959977293e-05,-0.00030372565255222,0.000526620819063535
2017-05-26,0.000601692685802233,-0.000199425777458798,-6.78046860292736e-05,-8.51094723266166e-05,3.55678442647867e-05,-0.000600043713558778,0.00121609896128106
2017-05-27,0,0,0,0,0,0,0
2017-05-28,0,0,0,0,0,0,0
2017-05-29,-0.000274387850633684,-7.6256645469415e-05,-3.77144023141765e-05,5.17342746037392e-05,0,-6.59285262341169e-05,1.74535068558895e-05
2017-05-30,3.85542108955961e-05,0.000108464274358297,-0.000135607327390571,-0.000576358995450095,2.99960484932704e-05,-0.000461154842230648,0.00058558598150799
2017-05-31,-0.000113409382956214,0.00045524705190402,0.000127413229361245,-0.000633246812094879,-0.000241292701922694,-0.000242923989149169,-0.000345652270669961
2017-06-01,-0.000425731827615874,2.93543647350801e-05,0.000241252207114444,0.000856847277366699,5.94660775139954e-05,-0.000196824125444886,0.000231781497738217
2017-06-02,0.0012917712033343,0.000138806894403018,0.000140300590215156,3.54921335834327e-05,-3.61485417098737e-05,-0.000540152739749845,0.000655667221041755
2017-06-03,0,0,0,0,0,0,0
2017-06-04,0,0,0,0,0,0,0
2017-06-05,-0.000382612274804192,4.05983158784281e-05,-4.61029973427565e-05,-0.000360337989914006,-3.07113191993333e-05,-0.00049338545504219,0.000326258399828578
2017-06-06,-0.000916219335963399,-0.000144720694182161,-0.000318930482027421,3.54822285933276e-06,-0.000104427707259611,-0.000744850457655051,-0.000373921872819787
2017-06-07,-0.000533297763708477,-0.000271135902388982,-0.00101804540753122,0.000791488904789569,4.69728339998622e-05,-0.000128579732195547,-0.000310437960587864
2017-06-08,0.000106580264784949,1.22379586670357e-05,-0.000138838495320187,-7.36012239623532e-05,5.62756525553851e-05,-0.00152828357079144,0.000361921398301224
2017-06-09,0.000228773010971187,0.000201177176877006,-0.000655371178774858,0.00114175625337197,-0.000112011232352295,-0.00244663099746227,0.000523590644232989
2017-06-10,0,0,0,0,0,0,0
2017-06-11,0,0,0,0,0,0,0
2017-06-12,-6.25057404558721e-05,0.000228942002395019,0.0017886141647936,-0.0007914270470894,-3.42286701167591e-05,0.0040740105368186,-0.000197809749582182
2017-06-13,-0.000188860653185382,-0.000236928824936375,-0.000218279593165421,0.000364599446479136,-1.27794378187466e-05,-0.00111969048325262,0.000438946176404331
2017-06-14,0.000117126706034005,0.000514928900956991,0.000484602291505866,0.000725100836221338,0.000112759522794491,4.36508667426754e-06,0.000221306392458102
2017-06-15,2.58152936140467e-05,-2.7995263858706e-05,-0.000168939293658555,-0.000487161504514546,3.22184849017376e-05,-3.28959267296306e-05,0.000278738140484918
2017-06-16,2.5349212630226e-05,0.000273776456659255,0.000308609351813074,0.000461958821780216,-0.000523059782122933,0.00059351063800121,-0.000451474647304649
2017-06-17,0,0,0,0,0,0,0
2017-06-18,0,0,0,0,0,0,0
2017-06-19,-0.000336060961255593,-3.3063593854012e-05,-0.000194925595004644,-0.000444354797959537,0.000381661349695661,0.000185012783960485,6.78263795534362e-05
2017-06-20,0.000233430734490586,0.000114363553879425,-0.000308630420387813,0.000219000635798072,2.13886691956062e-05,0.000379228936683754,0.000204606998672313
2017-06-21,0.000101957565620706,0.000152444334264624,-6.77598906004943e-05,-0.000808217589216015,-2.73048088435354e-05,-4.83730676274908e-05,7.12688524385146e-05
2017-06-22,-0.000337850087337976,-0.000105017887436397,-2.53398006941293e-05,0.00117461252761337,-1.99580017328828e-05,0.000390629438729622,2.01870565836925e-05
2017-06-23,0.000107022472363715,-0.000256332199106186,-3.80101989998415e-06,-0.000345296107154357,4.1425992322195e-05,-0.00033055872038011,5.25617300074172e-05
2017-06-24,0,0,0,0,0,0,0
2017-06-25,0,0,0,0,0,0,0
2017-06-26,-0.000417599200167126,-0.000212455997510385,-0.000217177062006343,-0.000298145619642884,8.38648448943447e-05,-0.000383895195942566,-0.000168793816915035
2017-06-27,-0.000239192471120288,-0.000237512741782481,2.37607837831322e-05,0.000267916756266443,6.23384890165282e-05,0.000354086117358019,0.000330100030879129
2017-06-28,2.6312147301741e-05,7.70322076952146e-05,0.000173746890258258,-0.000580287638525138,-2.60464336070132e-05,0.00101069746624247,-5.68225129153165e-05
2017-06-29,0.0004965784338616,-0.000116020104485538,0.000324352780361605,-0.00048257830445034,-7.71799215767036e-05,0.000111518537848768,0.000375013414938579
2017-06-30,0.000359325599644409,0.000145244751001387,4.57400553498978e-05,-9.79914178778076e-05,-0.000188602369977097,0.00012762028796668,-0.000124574956144107
2017-07-01,0,0,0,0,0,0,0
2017-07-02,0,0,0,0,0,0,0
2017-07-03,-0.000393001175195202,-0.000221549790696252,-0.000199014270944365,0.000259561433578741,9.21131910004008e-05,0.000480733530630463,-0.000324280541557308
2017-07-04,0.00061280010007663,-1.36998759999834e-05,0.000178365209117458,-0.000597345027469439,-6.70953028653025e-05,0.00073051462061665,3.70124521984223e-05
2017-07-05,-0.000171027751666658,0.000119130361416126,-5.00496436477756e-05,0.000514598790343663,6.03308562030358e-05,2.1382006932517e-05,0.00058088108002576
2017-07-06,0.000210067544052557,-0.00014627072133725,-0.000196505337714199,0.000197990376862934,3.96269393925499e-05,0.000927091667695744,-9.6271518749143e-05
2017-07-07,0.000241912530057762,6.47607737869263e-05,-0.000179581190047818,0.000283004522885327,-5.18295974007256e-05,-0.00016568634773534,0.000129387047284824
2017-07-08,0,0,0,0,0,0,0
2017-07-09,0,0,0,0,0,0,0
2017-07-10,-0.000209644402512952,1.00679281277941e-05,0.000179288526107938,0.000503712833070421,2.60172265595908e-06,-0.000525181538841952,-7.20068848758946e-05
2017-07-11,0.000209142525451344,-0.000105317926286425,-5.39856055092219e-06,-0.000171573060832641,4.02400095604018e-06,-0.00015194637621789,0.000108201250391396
2017-07-12,-0.00046507815609352,-0.000379525755291466,0.000230954214932341,0.000622641571233633,2.49677908715037e-05,-0.000982610384223027,0.000173649506529634
