Manager,Ticker,Outright,LookThrough,Sector,SuperSector,Industry,Return,SuperSectorIndex,SuperSectorIndexReturn
JR,LSE LN Equity,0,-2.4,Financial Services,Financial Services,Financials,1.070859,SXFP Index,0.905816
JR,LUX IM Equity,0,-1,Personal Goods,Personal & Household Goods,Consumer Goods,0.733945,SXQP Index,1.072337
JR,MAP SM Equity,51.3,-0.4,Nonlife Insurance,Insurance,Financials,2.218762,SXIP Index,1.062417
JR,MB IM Equity,0,-0.6,Banks,Banks,Financials,1.211815,SX7P Index,0.6701741
JR,MC FP Equity,0,-5.9,Personal Goods,Personal & Household Goods,Consumer Goods,1.367916,SXQP Index,1.072337
JR,MCRO LN Equity,0,-1,Software & Computer Services,Technology,Technology,-8.038705,SX8P Index,0.2669742
JR,MKS LN Equity,0,-0.8,General Retailers,Retail,Consumer Services,0.4690117,SXRP Index,0.6456596
JR,ML FP Equity,0,-0.7,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.04830918,SXAP Index,0.5500247
JR,MNDI LN Equity,0,-1.3,Forestry & Paper,Basic Resources,Basic Materials,0.3942829,SXPP Index,-0.653875
JR,MONC IM Equity,0,-0.7,Personal Goods,Personal & Household Goods,Consumer Goods,1.315789,SXQP Index,1.072337
JR,MRL SM Equity,0,-2.7,Real Estate Investment Trusts,Real Estate,Financials,-0.8471158,SX86P Index,0.3669621
JR,MRO LN Equity,0,-1.6,Construction & Materials,Construction & Materials,Industrials,0.9161041,SXOP Index,0.8841428
JR,MRW LN Equity,0,-0.9,Food & Drug Retailers,Retail,Consumer Services,0.4809619,SXRP Index,0.6456596
JR,MS IM Equity,0,-0.1,Media,Media,Consumer Services,-2.613636,SXMP Index,0.5542246
JR,MT NA Equity,0,-0.6,Industrial Metals & Mining,Basic Resources,Basic Materials,-0.6290584,SXPP Index,-0.653875
JR,MUV2 GR Equity,0,-5.2,Nonlife Insurance,Insurance,Financials,1.309557,SXIP Index,1.062417
JR,NDA SS Equity,61.5,0,Banks,Banks,Financials,-0.3988738,SX7P Index,0.6701741
JR,NG/ LN Equity,0,-4.8,"Gas, Water & Multiutilities",Utilities,Utilities,1.900689,SX6P Index,1.683118
JR,NMC LN Equity,0,-0.5,Health Care Equipment & Services,Health Care,Health Care,0.5797101,SXDP Index,0.9666694
JR,NN NA Equity,0,-1.8,Life Insurance,Insurance,Financials,0.5780347,SXIP Index,1.062417
JR,NOKIA FH Equity,0,-1.1,Technology Hardware & Equipment,Technology,Technology,0.4539827,SX8P Index,0.2669742
JR,NXG LN Equity,46.3,0,Financial Services,Financial Services,Financials,-0.3883495,SXFP Index,0.905816
JR,NXT LN Equity,0,-1.4,General Retailers,Retail,Consumer Services,0.2006689,SXRP Index,0.6456596
JR,OCDO LN Equity,0,-1,Food & Drug Retailers,Retail,Consumer Services,-0.1919386,SXRP Index,0.6456596
JR,OMU LN Equity,0,-1.1,Life Insurance,Insurance,Financials,0.8597884,SXIP Index,1.062417
JR,OR FP Equity,0,-4,Personal Goods,Personal & Household Goods,Consumer Goods,1.243424,SXQP Index,1.072337
JR,ORA FP Equity,0,-2.2,Fixed Line Telecommunications,Telecommunications,Telecommunications,1.158301,SXKP Index,1.884442
JR,PHIA NA Equity,0,-1.4,Health Care Equipment & Services,Health Care,Health Care,1.984565,SXDP Index,0.9666694
JR,PHNX LN Equity,0,-0.7,Life Insurance,Insurance,Financials,0.2248875,SXIP Index,1.062417
JR,PIRC IM Equity,0,-0.3,Automobiles & Parts,Automobiles & Parts,Consumer Goods,1.258389,SXAP Index,0.5500247
JR,PPB ID Equity,0,-1.2,Travel & Leisure,Travel & Leisure,Consumer Services,1.425439,SXTP Index,0.6633038
JR,PRU LN Equity,71.9,-15.3,Life Insurance,Insurance,Financials,1.446341,SXIP Index,1.062417
JR,PRY IM Equity,0,-0.6,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,3.849951,SXNP Index,0.650126
JR,PSN LN Equity,0,-1.3,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.3618818,SXQP Index,1.072337
JR,PSON LN Equity,0,-1.2,Media,Media,Consumer Services,1.407172,SXMP Index,0.5542246
JR,PST IM Equity,0,-0.9,Life Insurance,Insurance,Financials,0.8635098,SXIP Index,1.062417
JR,PUB FP Equity,0,-0.4,Media,Media,Consumer Services,1.100791,SXMP Index,0.5542246
JR,RACE IM Equity,0,-1.8,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.3478261,SXAP Index,0.5500247
JR,RB/ LN Equity,0,-6.6,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.5694401,SXQP Index,1.072337
JR,RBS LN Equity,171.9,-2,Banks,Banks,Financials,-1.306931,SX7P Index,0.6701741
JR,RDSA LN Equity,0,-20.5,Oil & Gas Producers,Oil & Gas,Oil & Gas,0.5391874,SXEP Index,1.100116
JR,RDSB LN Equity,0,-17.3,Oil & Gas Producers,Oil & Gas,Oil & Gas,0.5985784,SXEP Index,1.100116
JR,REC IM Equity,0,-0.4,Pharmaceuticals & Biotechnology,Health Care,Health Care,-3.99061,SXDP Index,0.9666694
JR,REL LN Equity,0,-2.9,Media,Media,Consumer Services,1.148355,SXMP Index,0.5542246
JR,RI FP Equity,0,-1,Beverages,Food & Beverage,Consumer Goods,-0.4671218,SX3P Index,1.030116
JR,RIO LN Equity,0,-8.2,Mining,Basic Resources,Basic Materials,-0.1721805,SXPP Index,-0.653875
JR,RMG LN Equity,0,-0.8,Industrial Transportation,Industrial Goods & Services,Industrials,-0.8231279,SXNP Index,0.650126
JR,RMS FP Equity,0,-0.6,Personal Goods,Personal & Household Goods,Consumer Goods,1.23887,SXQP Index,1.072337
JR,RMV LN Equity,0,-0.8,Media,Media,Consumer Services,0.6142035,SXMP Index,0.5542246
JR,RNO FP Equity,0,-0.4,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.166021,SXAP Index,0.5500247
JR,RR/ LN Equity,0,-2.8,Aerospace & Defense,Industrial Goods & Services,Industrials,0.3692308,SXNP Index,0.650126
JR,RRS LN Equity,0,-0.9,Mining,Basic Resources,Basic Materials,2.058618,SXPP Index,-0.653875
JR,RSA LN Equity,22.8,-2.4,Nonlife Insurance,Insurance,Financials,-3.185841,SXIP Index,1.062417
JR,RTO LN Equity,0,-1.1,Support Services,Industrial Goods & Services,Industrials,1.519135,SXNP Index,0.650126
JR,SAF FP Equity,0,-2.7,Aerospace & Defense,Industrial Goods & Services,Industrials,0.342131,SXNP Index,0.650126
JR,SAMPO FH Equity,0,-3.2,Nonlife Insurance,Insurance,Financials,0.217549,SXIP Index,1.062417
JR,SAN FP Equity,0,-5.8,Pharmaceuticals & Biotechnology,Health Care,Health Care,1.758721,SXDP Index,0.9666694
JR,SAN SM Equity,0,-2.9,Banks,Banks,Financials,1.09589,SX7P Index,0.6701741
JR,SAP GR Equity,0,-4.3,Software & Computer Services,Technology,Technology,-0.3633061,SX8P Index,0.2669742
JR,SBRY LN Equity,0,-0.9,Food & Drug Retailers,Retail,Consumer Services,0.4413619,SXRP Index,0.6456596
JR,SCR FP Equity,0,-0.8,Nonlife Insurance,Insurance,Financials,1.370736,SXIP Index,1.062417
JR,SDR LN Equity,-35.2,-0.6,Financial Services,Financial Services,Financials,1.093599,SXFP Index,0.905816
JR,SFER IM Equity,0,-0.1,Personal Goods,Personal & Household Goods,Consumer Goods,-0.7670182,SXQP Index,1.072337
JR,SGE LN Equity,0,-1.2,Software & Computer Services,Technology,Technology,0.3588907,SX8P Index,0.2669742
JR,SGO FP Equity,0,-1.5,Construction & Materials,Construction & Materials,Industrials,0.9653531,SXOP Index,0.8841428
JR,SGRO LN Equity,0,-1.1,Real Estate Investment Trusts,Real Estate,Financials,0.9306514,SX86P Index,0.3669621
JR,SHP LN Equity,0,-6.5,Pharmaceuticals & Biotechnology,Health Care,Health Care,1.067616,SXDP Index,0.9666694
JR,SIE GR Equity,0,-3.8,General Industrials,Industrial Goods & Services,Industrials,0.4076568,SXNP Index,0.650126
JR,SKG ID Equity,0,-1.2,General Industrials,Industrial Goods & Services,Industrials,0.1737116,SXNP Index,0.650126
JR,SKY LN Equity,0,-2.6,Media,Media,Consumer Services,-0.3415301,SXMP Index,0.5542246
JR,SLA LN Equity,102.2,-1.5,Financial Services,Financial Services,Financials,-0.09279307,SXFP Index,0.905816
JR,SLHN SW Equity,0,-1.5,Life Insurance,Insurance,Financials,0.7069219,SXIP Index,1.062417
JR,SMDS LN Equity,0,-0.9,General Industrials,Industrial Goods & Services,Industrials,0.2371542,SXNP Index,0.650126
JR,SMIN LN Equity,0,-1.1,General Industrials,Industrial Goods & Services,Industrials,0.5703993,SXNP Index,0.650126
JR,SMT LN Equity,0,-1.3,Equity Investment Instruments,Financial Services,Financials,0.4734848,SXFP Index,0.905816
JR,SN/ LN Equity,0,-2.1,Health Care Equipment & Services,Health Care,Health Care,-0.8945211,SXDP Index,0.9666694
JR,SOLB BB Equity,0,-0.3,Chemicals,Chemicals,Basic Materials,-0.04640371,SX4P Index,0.5173808
JR,SPM IM Equity,0,-0.3,"Oil Equipment, Services & Distribution",Oil & Gas,Oil & Gas,0.4859335,SXEP Index,1.100116
JR,SREN SW Equity,0,-3.5,Nonlife Insurance,Insurance,Financials,0.5587893,SXIP Index,1.062417
JR,SRG IM Equity,0,-1,"Gas, Water & Multiutilities",Utilities,Utilities,1.61017,SX6P Index,1.683118
JR,SSE LN Equity,0,-2.3,Electricity,Utilities,Utilities,1.030548,SX6P Index,1.683118
JR,STAN LN Equity,0,-3.2,Banks,Banks,Financials,0.1309091,SX7P Index,0.6701741
JR,STB NO Equity,0,-0.5,Nonlife Insurance,Insurance,Financials,0.4293162,SXIP Index,1.062417
JR,STJ LN Equity,0,-2,Life Insurance,Insurance,Financials,1.633554,SXIP Index,1.062417
JR,STM IM Equity,0,-1.8,Technology Hardware & Equipment,Technology,Technology,1.226994,SX8P Index,0.2669742
JR,SU FP Equity,0,-2.8,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,0.7698888,SXNP Index,0.650126
JR,SVT LN Equity,0,-0.8,"Gas, Water & Multiutilities",Utilities,Utilities,2.125506,SX6P Index,1.683118
JR,SW FP Equity,0,-0.3,Travel & Leisure,Travel & Leisure,Consumer Services,-0.140056,SXTP Index,0.6633038
JR,SWEDA SS Equity,-40.6,0,Banks,Banks,Financials,0.7882291,SX7P Index,0.6701741
JR,TCAP LN Equity,68.7,0,Financial Services,Financial Services,Financials,0,SXFP Index,0.905816
JR,TEF SM Equity,0,-1.4,Fixed Line Telecommunications,Telecommunications,Telecommunications,2.180212,SXKP Index,1.884442
JR,TEG GR Equity,0,-1.6,Real Estate Investment & Services,Real Estate,Financials,1.727749,SX86P Index,0.3669621
JR,TEN IM Equity,0,-0.9,Industrial Metals & Mining,Basic Resources,Basic Materials,1.598465,SXPP Index,-0.653875
JR,TIT IM Equity,0,-0.8,Fixed Line Telecommunications,Telecommunications,Telecommunications,3.311048,SXKP Index,1.884442
JR,TRN IM Equity,0,-0.8,Electricity,Utilities,Utilities,0.9943796,SX6P Index,1.683118
JR,TRYG DC Equity,0,-0.4,Nonlife Insurance,Insurance,Financials,0.9421265,SXIP Index,1.062417
JR,TSCO LN Equity,0,-4.2,Food & Drug Retailers,Retail,Consumer Services,0.9761811,SXRP Index,0.6456596
JR,TUI LN Equity,0,-1.2,Travel & Leisure,Travel & Leisure,Consumer Services,0.1814333,SXTP Index,0.6633038
JR,TW/ LN Equity,0,-1,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.1427348,SXQP Index,1.072337
JR,UBI IM Equity,0,-0.4,Banks,Banks,Financials,1.256512,SX7P Index,0.6701741
JR,UCG IM Equity,0,-3.9,Banks,Banks,Financials,2.990733,SX7P Index,0.6701741
JR,UG FP Equity,0,-0.4,Automobiles & Parts,Automobiles & Parts,Consumer Goods,2.6653,SXAP Index,0.5500247
JR,ULVR LN Equity,0,-8.2,Personal Goods,Personal & Household Goods,Consumer Goods,1.538092,SXQP Index,1.072337
JR,UNA NA Equity,0,-2.9,Personal Goods,Personal & Household Goods,Consumer Goods,1.157651,SXQP Index,1.072337
JR,UNI IM Equity,0,-0.2,Nonlife Insurance,Insurance,Financials,2.082705,SXIP Index,1.062417
JR,URW NA Equity,0,-17.1,Real Estate Investment Trusts,Real Estate,Financials,0.4312668,SX86P Index,0.3669621
JR,US IM Equity,0,-0.2,Nonlife Insurance,Insurance,Financials,3.157895,SXIP Index,1.062417
JR,UU/ LN Equity,0,-0.9,"Gas, Water & Multiutilities",Utilities,Utilities,1.678468,SX6P Index,1.683118
JR,VIE FP Equity,0,-0.3,"Gas, Water & Multiutilities",Utilities,Utilities,1.776442,SX6P Index,1.683118
JR,VIV FP Equity,0,-1.6,Media,Media,Consumer Services,-0.484966,SXMP Index,0.5542246
JR,VNA GR Equity,0,-11.4,Real Estate Investment & Services,Real Estate,Financials,-0.7755696,SX86P Index,0.3669621
JR,VOD LN Equity,0,-8.3,Mobile Telecommunications,Telecommunications,Telecommunications,1.839685,SXKP Index,1.884442
JR,VOW3 GR Equity,0,-1,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.09845288,SXAP Index,0.5500247
JR,WPP LN Equity,0,-2.5,Media,Media,Consumer Services,-0.0862069,SXMP Index,0.5542246
JR,WTB LN Equity,0,-1.2,Travel & Leisure,Travel & Leisure,Consumer Services,1.065179,SXTP Index,0.6633038
JR,ZURN SW Equity,0,-5.8,Nonlife Insurance,Insurance,Financials,0.8940853,SXIP Index,1.062417
MC,3IN LN Equity,0,-0.9,Equity Investment Instruments,Financial Services,Financials,0.1999556,SXFP Index,0.905816
MC,888 LN Equity,0,-0.6,Travel & Leisure,Travel & Leisure,Consumer Services,3.257576,SXTP Index,0.6633038
MC,AA/ LN Equity,0,-0.6,Support Services,Industrial Goods & Services,Industrials,-2.402884,SXNP Index,0.650126
MC,AAL LN Equity,0,-6.3,Mining,Basic Resources,Basic Materials,-0.2554744,SXPP Index,-0.653875
MC,AALB NA Equity,0,-0.2,Industrial Engineering,Industrial Goods & Services,Industrials,0.07473841,SXNP Index,0.650126
MC,ABBN SW Equity,0,-2.3,Industrial Engineering,Industrial Goods & Services,Industrials,0.327562,SXNP Index,0.650126
MC,ABF LN Equity,0,-0.5,Food Producers,Food & Beverage,Consumer Goods,0.1838235,SX3P Index,1.030116
MC,ADEN SW Equity,0,-0.5,Support Services,Industrial Goods & Services,Industrials,0.4126548,SXNP Index,0.650126
MC,ADM LN Equity,0,-0.7,Nonlife Insurance,Insurance,Financials,-0.02639219,SXIP Index,1.062417
MC,ADP FP Equity,0,-0.3,Industrial Transportation,Industrial Goods & Services,Industrials,0.5167959,SXNP Index,0.650126
MC,AENA SM Equity,0,-0.7,Industrial Transportation,Industrial Goods & Services,Industrials,0.6231551,SXNP Index,0.650126
MC,AGK LN Equity,0,-1.3,Support Services,Industrial Goods & Services,Industrials,-0.3640777,SXNP Index,0.650126
MC,AGM LN Equity,9.6,0,Chemicals,Chemicals,Basic Materials,0,SX4P Index,0.5173808
MC,AGR LN Equity,0,-1,Real Estate Investment Trusts,Real Estate,Financials,-1.225919,SX86P Index,0.3669621
MC,AHT LN Equity,54.2,-1.3,Support Services,Industrial Goods & Services,Industrials,0.2266546,SXNP Index,0.650126
MC,AIR FP Equity,0,-3.4,Aerospace & Defense,Industrial Goods & Services,Industrials,0.05117184,SXNP Index,0.650126
MC,ALFA LN Equity,0,-0.1,Software & Computer Services,Technology,Technology,-3.181818,SX8P Index,0.2669742
MC,ALFA SS Equity,0,-0.4,Industrial Engineering,Industrial Goods & Services,Industrials,1.294343,SXNP Index,0.650126
MC,ALO FP Equity,0,-0.4,Industrial Engineering,Industrial Goods & Services,Industrials,0.6375924,SXNP Index,0.650126
MC,AM FP Equity,0,-0.2,Aerospace & Defense,Industrial Goods & Services,Industrials,0.6146281,SXNP Index,0.650126
MC,AMS SM Equity,0,-1.8,Software & Computer Services,Technology,Technology,0.5961252,SX8P Index,0.2669742
MC,ANDR AV Equity,0,-0.2,Industrial Engineering,Industrial Goods & Services,Industrials,-0.8861321,SXNP Index,0.650126
MC,ANTO LN Equity,0,-1.3,Mining,Basic Resources,Basic Materials,1.358412,SXPP Index,-0.653875
MC,ASCL LN Equity,0,-1.5,Media,Media,Consumer Services,-1.016799,SXMP Index,0.5542246
MC,ASHM LN Equity,0,-1.3,Financial Services,Financial Services,Financials,-0.7713498,SXFP Index,0.905816
MC,ASL LN Equity,0,-1,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,0.905816
MC,ATCOA SS Equity,0,-1,Industrial Engineering,Industrial Goods & Services,Industrials,-1.170503,SXNP Index,0.650126
MC,ATL IM Equity,0,-0.7,Industrial Transportation,Industrial Goods & Services,Industrials,0.8403361,SXNP Index,0.650126
MC,ATST LN Equity,0,-1.9,Equity Investment Instruments,Financial Services,Financials,0.4043127,SXFP Index,0.905816
MC,AUTO LN Equity,0,-3.5,Media,Media,Consumer Services,0.6174306,SXMP Index,0.5542246
MC,AV/ LN Equity,0,-1,Life Insurance,Insurance,Financials,0.8082441,SXIP Index,1.062417
MC,AVV LN Equity,0,-1.5,Software & Computer Services,Technology,Technology,-0.531511,SX8P Index,0.2669742
MC,AZN LN Equity,0,-3.3,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.4052489,SXDP Index,0.9666694
MC,BA/ LN Equity,0,-2.4,Aerospace & Defense,Industrial Goods & Services,Industrials,0,SXNP Index,0.650126
MC,BAB LN Equity,0,-3.2,Support Services,Industrial Goods & Services,Industrials,0.4578988,SXNP Index,0.650126
MC,BAG LN Equity,0,-0.4,Beverages,Food & Beverage,Consumer Goods,-0.1459854,SX3P Index,1.030116
MC,BAKK LN Equity,0,-0.2,Food Producers,Food & Beverage,Consumer Goods,0.5291005,SX3P Index,1.030116
MC,BARC LN Equity,49.3,-5.2,Banks,Banks,Financials,0.1941748,SX7P Index,0.6701741
MC,BATS LN Equity,0,-4.3,Tobacco,Personal & Household Goods,Consumer Goods,2.356021,SXQP Index,1.072337
MC,BBA LN Equity,0,-3.2,Industrial Transportation,Industrial Goods & Services,Industrials,0.1186944,SXNP Index,0.650126
MC,BBOX LN Equity,0,-2,Real Estate Investment Trusts,Real Estate,Financials,0.7060333,SX86P Index,0.3669621
MC,BBY LN Equity,0,-1.7,Construction & Materials,Construction & Materials,Industrials,0.5730659,SXOP Index,0.8841428
MC,BCA LN Equity,0,-1.5,Support Services,Industrial Goods & Services,Industrials,1.555556,SXNP Index,0.650126
MC,BDEV LN Equity,-48.2,-0.9,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.5603362,SXQP Index,1.072337
MC,BEZ LN Equity,0,-2.7,Nonlife Insurance,Insurance,Financials,-1.567944,SXIP Index,1.062417
MC,BGEO LN Equity,0,-0.7,Banks,Banks,Financials,-1.090178,SX7P Index,0.6701741
MC,BGFD LN Equity,0,-0.6,Equity Investment Instruments,Financial Services,Financials,-0.241838,SXFP Index,0.905816
MC,BKG LN Equity,0,-0.8,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.242653,SXQP Index,1.072337
MC,BLND LN Equity,0,-1.1,Real Estate Investment Trusts,Real Estate,Financials,0.1513775,SX86P Index,0.3669621
MC,BLT LN Equity,0,-13.4,Mining,Basic Resources,Basic Materials,1.016211,SXPP Index,-0.653875
MC,BME LN Equity,0,-5.5,General Retailers,Retail,Consumer Services,0.5494506,SXRP Index,0.6456596
MC,BMW GR Equity,0,-3.9,Automobiles & Parts,Automobiles & Parts,Consumer Goods,-0.7539936,SXAP Index,0.5500247
MC,BNKR LN Equity,0,-0.8,Equity Investment Instruments,Financial Services,Financials,0.116144,SXFP Index,0.905816
MC,BNZL LN Equity,-39.2,-0.9,Support Services,Industrial Goods & Services,Industrials,0.1318681,SXNP Index,0.650126
MC,BOL FP Equity,0,-0.2,Industrial Transportation,Industrial Goods & Services,Industrials,0.1015744,SXNP Index,0.650126
MC,BOY LN Equity,0,-1.6,Industrial Engineering,Industrial Goods & Services,Industrials,0.4636785,SXNP Index,0.650126
MC,BP/ LN Equity,0,-5.5,Oil & Gas Producers,Oil & Gas,Oil & Gas,1.430565,SXEP Index,1.100116
MC,BRBY LN Equity,0,-0.4,Personal Goods,Personal & Household Goods,Consumer Goods,-2.653631,SXQP Index,1.072337
MC,BRW LN Equity,0,-0.7,Financial Services,Financial Services,Financials,-0.5681818,SXFP Index,0.905816
MC,BT/A LN Equity,0,-0.9,Fixed Line Telecommunications,Telecommunications,Telecommunications,2.836062,SXKP Index,1.884442
MC,BTEM LN Equity,0,-0.6,Equity Investment Instruments,Financial Services,Financials,-0.1342282,SXFP Index,0.905816
MC,BTG LN Equity,0,-1.7,Pharmaceuticals & Biotechnology,Health Care,Health Care,0,SXDP Index,0.9666694
MC,BUCN SW Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,0.0619195,SXNP Index,0.650126
MC,BVI FP Equity,0,-0.4,Support Services,Industrial Goods & Services,Industrials,1.531059,SXNP Index,0.650126
MC,BVIC LN Equity,0,-1.7,Beverages,Food & Beverage,Consumer Goods,0.6435006,SX3P Index,1.030116
MC,BVS LN Equity,0,-1.4,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.6266786,SXQP Index,1.072337
MC,BWY LN Equity,0,-3.2,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.6460388,SXQP Index,1.072337
MC,BYG LN Equity,0,-1,Real Estate Investment Trusts,Real Estate,Financials,-1.126609,SX86P Index,0.3669621
MC,CAPC LN Equity,0,-1.6,Real Estate Investment & Services,Real Estate,Financials,-0.1403016,SX86P Index,0.3669621
MC,CARD LN Equity,0,-1.1,General Retailers,Retail,Consumer Services,-2.091837,SXRP Index,0.6456596
MC,CBG LN Equity,0,-2.2,Banks,Banks,Financials,1.31397,SX7P Index,0.6701741
MC,CCC LN Equity,0,-0.9,Software & Computer Services,Technology,Technology,-0.6849315,SX8P Index,0.2669742
MC,CCFS LN Equity,0,-0.4,Financial Services,Financial Services,Financials,0.5070087,SXFP Index,0.905816
MC,CCH LN Equity,0,-0.2,Beverages,Food & Beverage,Consumer Goods,-0.1190476,SX3P Index,1.030116
MC,CCL LN Equity,0,-0.4,Travel & Leisure,Travel & Leisure,Consumer Services,-0.5122235,SXTP Index,0.6633038
MC,CEY LN Equity,0,-1.6,Mining,Basic Resources,Basic Materials,2.147766,SXPP Index,-0.653875
MC,CINE LN Equity,0,-2.3,Travel & Leisure,Travel & Leisure,Consumer Services,1.284958,SXTP Index,0.6633038
MC,CKN LN Equity,0,-0.4,Industrial Transportation,Industrial Goods & Services,Industrials,-0.8547009,SXNP Index,0.650126
MC,CLDN LN Equity,0,-0.7,Equity Investment Instruments,Financial Services,Financials,0.3696858,SXFP Index,0.905816
MC,CLI LN Equity,0,-0.3,Real Estate Investment & Services,Real Estate,Financials,-1.73913,SX86P Index,0.3669621
MC,CNA LN Equity,0,-0.4,"Gas, Water & Multiutilities",Utilities,Utilities,1.574307,SX6P Index,1.683118
MC,CNE LN Equity,0,-1.3,Oil & Gas Producers,Oil & Gas,Oil & Gas,-0.3257329,SXEP Index,1.100116
MC,CNHI IM Equity,0,-0.5,Industrial Engineering,Industrial Goods & Services,Industrials,0.1794527,SXNP Index,0.650126
MC,COA LN Equity,13.2,-0.9,General Industrials,Industrial Goods & Services,Industrials,0.7915567,SXNP Index,0.650126
MC,COB LN Equity,0,-2.5,Aerospace & Defense,Industrial Goods & Services,Industrials,0.6235386,SXNP Index,0.650126
MC,CON GR Equity,0,-3.3,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.02571355,SXAP Index,0.5500247
MC,CPG LN Equity,0,-1.3,Travel & Leisure,Travel & Leisure,Consumer Services,0.5268051,SXTP Index,0.6633038
MC,CPI LN Equity,0,-2.5,Support Services,Industrial Goods & Services,Industrials,1.790763,SXNP Index,0.650126
MC,CRDA LN Equity,-39.4,-1,Chemicals,Chemicals,Basic Materials,0.9058353,SX4P Index,0.5173808
MC,CRH ID Equity,0,-1.1,Construction & Materials,Construction & Materials,Industrials,0.6666667,SXOP Index,0.8841428
MC,CRST LN Equity,0,-0.7,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.2594707,SXQP Index,1.072337
MC,CSP LN Equity,89.9,-1.3,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.7611241,SXQP Index,1.072337
MC,CTEC LN Equity,0,-2.7,Health Care Equipment & Services,Health Care,Health Care,-2.39141,SXDP Index,0.9666694
MC,CTY LN Equity,0,-1.1,Equity Investment Instruments,Financial Services,Financials,0.4683841,SXFP Index,0.905816
MC,CWK LN Equity,0,-1.3,Food Producers,Food & Beverage,Consumer Goods,0.2380952,SX3P Index,1.030116
MC,CYBG LN Equity,0,-2.4,Banks,Banks,Financials,0.9168704,SX7P Index,0.6701741
MC,DAI GR Equity,0,-7.7,Automobiles & Parts,Automobiles & Parts,Consumer Goods,0.2506266,SXAP Index,0.5500247
MC,DC/ LN Equity,0,-3,General Retailers,Retail,Consumer Services,-1.229946,SXRP Index,0.6456596
MC,DCC LN Equity,0,-1.4,Support Services,Industrial Goods & Services,Industrials,0.5873715,SXNP Index,0.650126
MC,DCG LN Equity,0,-0.5,Food Producers,Food & Beverage,Consumer Goods,-1.4,SX3P Index,1.030116
MC,DGE LN Equity,0,-3.2,Beverages,Food & Beverage,Consumer Goods,0.8502772,SX3P Index,1.030116
MC,DJAN LN Equity,0,-0.2,Real Estate Investment & Services,Real Estate,Financials,-1.694915,SX86P Index,0.3669621
MC,DKSH SW Equity,0,-0.1,Media,Media,Consumer Services,0.6637168,SXMP Index,0.5542246
MC,DLG LN Equity,0,-0.8,Nonlife Insurance,Insurance,Financials,-0.0877193,SXIP Index,1.062417
MC,DLN LN Equity,30.1,-2.7,Real Estate Investment Trusts,Real Estate,Financials,-0.1624431,SX86P Index,0.3669621
MC,DNLM LN Equity,0,-0.8,General Retailers,Retail,Consumer Services,-2.152642,SXRP Index,0.6456596
MC,DOKA SW Equity,0,-0.1,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,1.02414,SXNP Index,0.650126
MC,DOM LN Equity,0,-1.4,Travel & Leisure,Travel & Leisure,Consumer Services,0.2037846,SXTP Index,0.6633038
MC,DPH LN Equity,20.3,-2.4,Pharmaceuticals & Biotechnology,Health Care,Health Care,1.465201,SXDP Index,0.9666694
MC,DPLM LN Equity,0,-1.1,Support Services,Industrial Goods & Services,Industrials,0.07692308,SXNP Index,0.650126
MC,DPW GR Equity,0,-1.6,Industrial Transportation,Industrial Goods & Services,Industrials,-0.6832075,SXNP Index,0.650126
MC,DRX LN Equity,0,-1.2,Electricity,Utilities,Utilities,-0.8449004,SX6P Index,1.683118
MC,DSV DC Equity,0,-0.8,Industrial Transportation,Industrial Goods & Services,Industrials,0.4711425,SXNP Index,0.650126
MC,DUE GR Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,-1.902378,SXNP Index,0.650126
MC,ECM LN Equity,0,-3.1,Support Services,Industrial Goods & Services,Industrials,0,SXNP Index,0.650126
MC,EDEN FP Equity,0,-0.4,Support Services,Industrial Goods & Services,Industrials,0.03720238,SXNP Index,0.650126
MC,EDIN LN Equity,0,-1,Equity Investment Instruments,Financial Services,Financials,0.4457652,SXFP Index,0.905816
MC,EFM LN Equity,0,-0.5,Equity Investment Instruments,Financial Services,Financials,0.5602241,SXFP Index,0.905816
MC,EL US Equity,19.6,0,Personal Goods,Personal & Household Goods,Consumer Goods,-0.5534538,SXQP Index,1.072337
MC,ELM LN Equity,0,-0.9,Chemicals,Chemicals,Basic Materials,-0.3278688,SX4P Index,0.5173808
